0.000000	0.000000
0.050000	0.000000
0.100000	9068381297934.013672
0.150000	31890749113135.546875
0.200000	22729394789274.617188
0.250000	20034362712440.285156
0.300000	24941529574329.031250
0.350000	27248176466502.332031
0.400000	36281231337782.789062
0.450000	31329850911548.054688
0.500000	29749252553624.328125
0.550000	27950904029600.496094
0.600000	53093578365029.640625
0.650000	48080270897497.421875
0.700000	43160022036714.039062
0.750000	51196561986807.882812
0.800000	57284141465590.796875
0.850000	44966880990395.867188
0.900000	46615429740803.570312
0.950000	39744720841356.156250
1.000000	59646556474246.054688
1.050000	53848112407208.929688
1.100000	59079664796849.304688
1.150000	60104772144403.031250
1.200000	48770012410876.507812
1.250000	61267475310089.609375
1.300000	34205218674378.632812
1.350000	52796011739154.398438
1.400000	55020909268043.953125
1.450000	66491664406896.523438
1.500000	63438875899076.273438
1.550000	58455023900172.914062
1.600000	49552272835502.562500
1.650000	49703575143438.695312
1.700000	53958369434966.414062
1.750000	46223211836529.078125
1.800000	48321473039803.398438
1.850000	33883003978412.855469
1.900000	46025886448215.671875
1.950000	51742805489816.476562
2.000000	41492921784240.710938
2.050000	49474450861510.859375
2.100000	37109299878911.179688
2.150000	36092571340268.289062
2.200000	49081308293752.718750
2.250000	35330810069949.742188
2.300000	31077214969728.503906
2.350000	38403322276206.117188
2.400000	39209155612091.476562
2.450000	29289652055710.746094
2.500000	30493467747626.492188
2.550000	27312293349179.003906
2.600000	29444155567484.871094
2.650000	37026799222318.726562
2.700000	23523418853925.019531
2.750000	26100589614226.167969
2.800000	28561335870670.207031
2.850000	28914831114925.519531
2.900000	20794262146496.734375
2.950000	22445651625479.679688
3.000000	24049103546098.679688
3.050000	23530600402733.925781
3.100000	24485090204901.078125
3.150000	18511111727151.343750
3.200000	26195315079585.234375
3.250000	17583706231055.207031
3.300000	23017325893011.921875
3.350000	14826313552083.652344
3.400000	21206659418348.101562
3.450000	25006657493327.152344
3.500000	15073695551567.847656
3.550000	17197881991985.369141
3.600000	19601084466734.750000
3.650000	16586851672268.404297
3.700000	21191503882255.894531
3.750000	13680150698837.992188
3.800000	22566734973675.980469
3.850000	12520111593100.400391
3.900000	20161557463761.515625
3.950000	15795827062787.634766
4.000000	17558969013414.945312
4.050000	10975097023764.003906
4.100000	14483947273976.468750
4.150000	16146078417950.970703
4.200000	9737687787037.806641
4.250000	13031144894438.257812
4.300000	15924063061734.820312
4.350000	11905203840058.419922
4.400000	11696649738316.466797
4.450000	13025017302229.314453
4.500000	11925804637685.111328
4.550000	13017311359607.492188
4.600000	11891912826122.423828
4.650000	13840400992932.791016
4.700000	11976617278432.283203
4.750000	16589142080198.039062
4.800000	12711696024814.220703
4.850000	8486764536770.192383
4.900000	10842047034984.257812
4.950000	10754718480527.867188
5.000000	9542166588137.164062
5.050000	10646198461829.919922
5.100000	10646609793436.414062
5.150000	11644055782383.515625
5.200000	12045181750825.650391
5.250000	11007973147035.912109
5.300000	11945242936059.968750
5.350000	11971690659396.287109
5.400000	10104733589542.402344
5.450000	9654637372506.984375
5.500000	12116655301490.173828
5.550000	15071254607987.306641
5.600000	9841547973625.427734
5.650000	10821671495798.666016
5.700000	8924763950324.970703
5.750000	14341844060284.646484
5.800000	7236992193064.963867
5.850000	11118372881576.617188
5.900000	10569900081127.046875
5.950000	12393964520223.787109
6.000000	9683350860159.369141
6.050000	10627892948064.427734
6.100000	8310394986870.153320
6.150000	9678697370678.755859
6.200000	8746692309672.964844
6.250000	9416955313035.021484
6.300000	8437492397618.716797
6.350000	10078681082398.460938
6.400000	8337270265538.460938
6.450000	9884070933486.839844
6.500000	8710279655887.454102
6.550000	8716211226210.109375
6.600000	11462054824351.574219
6.650000	9591626024532.689453
6.700000	4889840504338.088867
6.750000	5304355828870.694336
6.800000	7482826236174.431641
6.850000	14544486788906.064453
6.900000	6986899180525.655273
6.950000	8160116035814.404297
